Operon,GeneName,Locus Name,GI,Strand,Pos. Left(pb),PosRight,Position
1782,nikA,b3476,16131348,1,3611690,3613264,1
1782,nikB,b3477,16131349,1,3613264,3614208,2
1782,nikC,b3478,16131350,1,3614205,3615038,3
1782,nikD,b3479,16131351,1,3615038,3615802,4
1782,nikE,b3480,16131352,1,3615799,3616605,5
1782,nikR,b3481,16131353,1,3616611,3617012,6
1783,rhsB,b3482,49176361,1,3617215,3621450,1
1783,yhhH,b3483,90111598,1,3621422,3621805,2
1784,yhhI,b3484,16131356,1,3622401,3623537,1
1785,yhiI,b3487,16131359,-1,3627558,3628625,1
1785,rbbA,b3486,49176363,-1,3624826,3627561,2
1785,yhhJ,b3485,226524752,-1,3623702,3624826,3
1786,yhiJ,b3488,16131360,-1,3628991,3630613,1
1787,yhiM,b3491,226524753,1,3632864,3633916,1
1788,yhiN,b3492,16131364,-1,3634231,3635433,1
1789,pitA,b3493,16131365,1,3635665,3637164,1
1790,uspB,b3494,16131366,-1,3637408,3637743,1
1791,uspA,b3495,16131367,1,3638134,3638568,1
1792,dtpB,b3496,16131368,1,3638885,3640354,1
1793,prlC,b3498,16131370,-1,3641163,3643205,1
1793,yhiQ,b3497,16131369,-1,3640403,3641155,2
1794,yhiR,b3499,16131371,1,3643408,3644250,1
1795,gor,b3500,16131372,1,3644322,3645674,1
1796,arsR,b3501,16131373,1,3646551,3646904,1
1796,arsB,b3502,90111602,1,3646958,3648247,2
1796,arsC,b3503,16131375,1,3648260,3648685,3
1797,insH,b3505,16131377,-1,3650205,3651221,1
1798,slp,b3506,90111603,1,3651984,3652550,1
1798,dctR,b3507,16131379,1,3652706,3653236,2
1799,yhiD,b3508,16131380,-1,3653278,3653925,1
1800,hdeB,b3509,162135912,-1,3653989,3654315,1
1801,hdeA,b3510,16131382,-1,3654431,3654763,1
1802,hdeD,b3511,16131383,1,3655018,3655590,1
1803,gadE,b3512,16131384,1,3656389,3656916,1
1804,mdtE,b3513,16131385,1,3657255,3658412,1
1804,mdtF,b3514,16131386,1,3658437,3661550,2
1805,gadW,b3515,16131387,-1,3661913,3662641,1
1806,gadX,b3516,16131388,-1,3663009,3663833,1
1807,gadA,b3517,16131389,-1,3664203,3665603,1
1808,yhjA,b3518,16131390,-1,3665814,3667211,1
1809,treF,b3519,16131391,1,3667615,3669264,1
1810,yhjB,b3520,16131392,-1,3669315,3669917,1
1811,yhjC,b3521,145698322,1,3670437,3671336,1
1811,yhjD,b3522,16131394,1,3671385,3672398,2
1812,yhjE,b3523,16131395,1,3672809,3674131,1
1813,yhjG,b3524,226524754,-1,3674313,3676373,1
1814,yhjH,b3525,90111605,-1,3676443,3677210,1
1815,kdgK,b3526,90111606,1,3677442,3678371,1
1816,yhjJ,b3527,16131399,-1,3678467,3679963,1
1817,dctA,b3528,16131400,-1,3680184,3681470,1
1818,yhjK,b3529,226524755,-1,3681653,3683641,1
1819,bcsA,b3533,90111609,-1,3690641,3693259,1
1819,bcsB,b3532,16131404,-1,3688291,3690630,2
1819,bcsZ,b3531,16131403,-1,3687178,3688284,3
1819,bcsC,b3530,226524756,-1,3683723,3687196,4
1820,yhjR,b3535,16131407,-1,3694020,3694208,1
1821,bcsE,b3536,16131408,1,3694481,3696052,1
1821,bcsF,b3537,90111610,1,3696049,3696240,2
1821,bcsG,b3538,16131410,1,3696237,3697916,3
1822,yhjV,b3539,16131411,1,3698586,3699857,1
1823,dppA,b3544,16131416,-1,3704121,3705728,1
1823,dppB,b3543,16131415,-1,3702794,3703813,2
1823,dppC,b3542,16131414,-1,3701882,3702784,3
1823,dppD,b3541,16131413,-1,3700888,3701871,4
1823,dppF,b3540,16131412,-1,3699887,3700891,5
1824,proK,b3545,,-1,3706639,3706715,1
1825,eptB,b3546,90111611,-1,3706807,3708498,1
1826,yhjX,b3547,16131418,-1,3708822,3710030,1
1827,yhjY,b3548,90111612,-1,3710259,3710957,1
1828,tag,b3549,16131420,1,3711115,3711678,1
1828,yiaC,b3550,16131421,1,3711675,3712115,2
1829,bisC,b3551,145698325,-1,3712084,3714417,1
1830,yiaD,b3552,49176370,1,3714570,3715229,1
1831,ghrB,b3553,90111614,1,3715333,3716307,1
1832,yiaF,b3554,90111615,-1,3716357,3717067,1
1833,yiaG,b3555,16131426,1,3717501,3717791,1
1834,cspA,b3556,16131427,1,3718072,3718284,1
1835,insJ,b3557,16131428,1,3718703,3719224,1
1835,insK,b3558,16131429,1,3719221,3720072,2
1835,sokA,b4614,,1,3720099,3720128,3
1836,glyQ,b3560,16131431,-1,3722430,3723341,1
1836,glyS,b3559,16131430,-1,3720351,3722420,2
1837,wecH,b3561,16131432,1,3723910,3724905,1
1838,yiaB,b3563,90111617,-1,3725430,3725771,1
1838,yiaA,b3562,90111616,-1,3724947,3725384,2
1839,xylA,b3565,16131436,-1,3727466,3728788,1
1839,xylB,b3564,16131435,-1,3725940,3727394,2
1840,xylF,b3566,16131437,1,3729154,3730146,1
1840,xylG,b3567,16131438,1,3730224,3731765,2
1840,xylH,b3568,16131439,1,3731743,3732924,3
1840,xylR,b3569,16131440,1,3733002,3734180,4
1841,bax,b3570,49176373,-1,3734376,3735200,1
1842,malS,b3571,16131442,1,3735520,3737550,1
1843,avtA,b3572,49176374,1,3737728,3738981,1
1844,yiaJ,b3574,16131445,-1,3739707,3740555,1
1844,ysaA,b3573,16131444,-1,3739132,3739605,2
1845,yiaK,b3575,16131446,1,3740756,3741754,1
1845,yiaL,b3576,16131447,1,3741766,3742233,2
1846,yiaM,b3577,16131448,1,3742351,3742824,1
1846,yiaN,b3578,49176375,1,3742827,3744104,2
1846,yiaO,b3579,16131450,1,3744117,3745103,3
1846,lyxK,b3580,16131451,1,3745107,3746603,4
1846,yiaQ,b3581,16131452,1,3746600,3747262,5
1846,yiaR,b3582,90111618,1,3747255,3748115,6
1846,yiaS,b3583,16131454,1,3748109,3748804,7
1847,yiaT,b3584,16131455,-1,3749151,3749891,1
1848,yiaU,b3585,16131456,1,3750015,3750989,1
1849,yiaW,b3587,16131458,-1,3752128,3752451,1
1849,yiaV,b3586,16131457,-1,3750986,3752122,2
1850,yiaY,b3589,49176377,-1,3754699,3755850,1
1850,aldB,b3588,90111619,-1,3752996,3754534,2
1851,selA,b3591,16131462,-1,3757881,3759272,1
1851,selB,b3590,16131461,-1,3756040,3757884,2
1852,yibF,b3592,16131463,-1,3759370,3759978,1
1853,rhsA,b3593,16131464,1,3760206,3764339,1
1853,yibA,b3594,16131465,1,3764360,3765202,2
1854,yibG,b3596,16131467,1,3766200,3766661,1
1855,yibI,b3598,16131469,-1,3769405,3769767,1
1855,yibH,b3597,16131468,-1,3768266,3769402,2
1856,mtlA,b3599,16131470,1,3770304,3772217,1
1856,mtlD,b3600,16131471,1,3772447,3773595,2
1856,mtlR,b3601,16131472,1,3773595,3774182,3
1857,yibL,b3602,16131473,1,3774688,3775050,1
1858,lldP,b3603,16131474,1,3775422,3777077,1
1858,lldR,b3604,16131475,1,3777077,3777853,2
1858,lldD,b3605,16131476,1,3777850,3779040,3
1859,trmL,b3606,16131477,1,3779238,3779711,1
1860,cysE,b3607,16131478,-1,3779764,3780585,1
1861,yibN,b3611,16131482,-1,3782607,3783038,1
1861,grxC,b3610,16131481,-1,3782214,3782465,2
1861,secB,b3609,16131480,-1,3781684,3782151,3
1861,gpsA,b3608,16131479,-1,3780665,3781684,4
1862,gpmM,b3612,16131483,1,3783283,3784827,1
1862,envC,b3613,162135913,1,3784861,3786120,2
1862,yibQ,b3614,90111621,1,3786124,3787083,3
1863,yibD,b3615,16131486,-1,3787070,3788104,1
1864,kbl,b3617,16131488,-1,3789378,3790574,1
1864,tdh,b3616,16131487,-1,3788343,3789368,2
1865,yibB,b3618,90111622,-1,3790849,3791706,1
1866,rfaD,b3619,16131490,1,3792010,3792942,1
1866,rfaF,b3620,16131491,1,3792952,3793998,2
1866,rfaC,b3621,16131492,1,3794002,3794961,3
1866,rfaL,b3622,16131493,1,3794971,3796230,4
1867,rfaZ,b3624,16131495,-1,3797368,3798219,1
1867,waaU,b3623,16131494,-1,3796262,3797335,2
1868,rfaY,b3625,16131496,-1,3798290,3798988,1
1869,rfaQ,b3632,16131503,-1,3805087,3806121,1
1869,rfaG,b3631,16131502,-1,3803966,3805090,2
1869,rfaP,b3630,16131501,-1,3803176,3803973,3
1869,rfaS,b3629,16131500,-1,3802204,3803139,4
1869,rfaB,b3628,226524757,-1,3801081,3802160,5
1869,rfaI,b3627,16131498,-1,3800062,3801081,6
1869,rfaJ,b3626,16131497,-1,3799006,3800022,7
1870,waaA,b3633,16131504,1,3806563,3807840,1
1870,coaD,b3634,16131505,1,3807848,3808327,2
1871,rpmB,b3637,16131508,-1,3809461,3809697,1
1871,rpmG,b3636,16131507,-1,3809273,3809440,2
1871,mutM,b3635,16131506,-1,3808366,3809175,3
1872,yicR,b3638,162135914,-1,3809914,3810582,1
1873,dfp,b3639,90111624,1,3810754,3811974,1
1873,dut,b3640,16131511,1,3811955,3812410,2
1873,slmA,b3641,90111625,1,3812517,3813113,3
1874,rph,b3643,157783152,-1,3813886,3814572,1
1874,pyrE,b3642,16131513,-1,3813150,3813791,2
1875,yicC,b3644,16131515,1,3814699,3815562,1
1876,dinD,b3645,90111626,1,3815783,3816607,1
1877,yicG,b3646,90111627,1,3816897,3817514,1
1878,ligB,b3647,90111628,-1,3817511,3819193,1
1879,gmk,b3648,16131519,1,3819451,3820074,1
1879,rpoZ,b3649,16131520,1,3820129,3820404,2
1879,spoT,b3650,16131521,1,3820423,3822531,3
1879,trmH,b3651,16131522,1,3822538,3823227,4
1879,recG,b3652,16131523,1,3823233,3825314,5
1880,gltS,b3653,16131524,-1,3825483,3826688,1
1881,xanP,b3654,16131525,1,3826968,3828359,1
1882,yicH,b3655,16131526,1,3828480,3830189,1
1883,yicJ,b3657,90111629,-1,3832570,3833952,1
1883,yicI,b3656,16131527,-1,3830242,3832560,2
1884,selC,b3658,,1,3834245,3834339,1
1885,setC,b3659,16131529,1,3834976,3836160,1
1885,yicL,b3660,16131530,1,3836271,3837194,2
1886,nlpA,b3661,16131531,-1,3837198,3838016,1
1887,nepI,b3662,145698327,-1,3838572,3839762,1
1888,yicO,b3664,90111631,-1,3840478,3841812,1
1888,yicN,b3663,90111630,-1,3839973,3840425,2
1889,ade,b3665,16131535,1,3841987,3843753,1
1890,uhpT,b3666,16131536,-1,3843799,3845190,1
1891,ilvB,b3671,16131541,-1,3849119,3850807,1
1891,ilvN,b3670,16131540,-1,3848825,3849115,2
1891,uhpA,b3669,16131539,-1,3848159,3848749,3
1891,uhpB,b3668,90111633,-1,3846657,3848159,4
1891,uhpC,b3667,90111632,-1,3845328,3846647,5
1892,ivbL,b3672,16131542,-1,3850913,3851011,1
1893,emrD,b3673,90111634,1,3851945,3853129,1
1894,yidH,b3676,16131546,-1,3853983,3854330,1
1894,yidG,b3675,16131545,-1,3853631,3853993,2
1894,yidF,b3674,16131544,-1,3853137,3853634,3
1895,yidI,b3677,16131547,1,3854438,3854887,1
1896,yidK,b3679,16131549,-1,3856424,3858139,1
1896,yidJ,b3678,16131548,-1,3854934,3856427,2
1897,yidL,b3680,226524758,1,3858306,3859199,1
1898,yidP,b3684,16131552,1,3861922,3862638,1
1899,yidE,b3685,90111636,-1,3862635,3864296,1
1900,ibpB,b3686,90111637,-1,3864492,3864920,1
1901,ibpA,b3687,16131555,-1,3865032,3865445,1
1902,yidQ,b3688,90111638,1,3865751,3866083,1
1903,yidR,b3689,308209622,-1,3866085,3867332,1
1904,cbrA,b3690,90111640,1,3867400,3868464,1
1905,yidX,b3696,49176393,1,3873461,3874117,1
1906,yidA,b3697,16131565,-1,3874163,3874975,1
1907,yidB,b3698,90111642,-1,3875090,3875488,1
1908,dnaA,b3702,16131570,-1,3880349,3881752,1
1908,dnaN,b3701,16131569,-1,3879244,3880344,2
1908,recF,b3700,16131568,-1,3878171,3879244,3
1908,gyrB,b3699,49176395,-1,3875728,3878142,4
1909,rpmH,b3703,16131571,1,3882359,3882499,1
1909,rnpA,b3704,16131572,1,3882516,3882875,2
1909,yidD,b4557,94541129,1,3882839,3883096,3
1909,yidC,b3705,16131573,1,3883099,3884745,4
1909,mnmE,b3706,16131574,1,3884851,3886215,5
1910,tnaC,b3707,16131575,1,3886458,3886532,1
1911,tnaA,b3708,90111643,1,3886753,3888168,1
1911,tnaB,b3709,16131577,1,3888259,3889506,2
1912,mdtL,b3710,16131578,1,3889638,3890813,1
1912,yidZ,b3711,16131579,1,3890788,3891747,2
1913,yieE,b3712,226524759,1,3891904,3892653,1
1913,yieF,b3713,16131581,1,3892675,3893241,2
1914,purP,b3714,16131582,-1,3893295,3894632,1
1915,yieH,b3715,16131583,1,3894797,3895462,1
1916,cbrB,b3716,16131584,1,3895529,3895996,1
1916,cbrC,b3717,16131585,1,3896045,3896632,2
1917,bglG,b3723,16131591,-1,3903754,3904590,1
1917,bglF,b3722,16131590,-1,3901743,3903620,2
1917,bglB,b3721,16131589,-1,3900312,3901724,3
1917,bglH,b3720,16131588,-1,3898627,3900243,4
1917,yieL,b3719,145698330,-1,3897431,3898600,5
1917,yieK,b3718,49176397,-1,3896694,3897416,6
1918,pstS,b3728,16131596,-1,3908508,3909548,1
1918,pstC,b3727,16131595,-1,3907462,3908421,2
1918,pstA,b3726,16131594,-1,3906572,3907462,3
1918,pstB,b3725,16131593,-1,3905616,3906389,4
1918,phoU,b3724,16131592,-1,3904876,3905601,5
1919,glmU,b3730,16131598,-1,3911853,3913223,1
1919,glmS,b3729,16131597,-1,3909862,3911691,2
1920,atpI,b3739,90111645,-1,3920083,3920463,1
1920,atpB,b3738,16131606,-1,3919259,3920074,2
1920,atpE,b3737,16131605,-1,3918973,3919212,3
1920,atpF,b3736,16131604,-1,3918441,3918911,4
1920,atpH,b3735,16131603,-1,3917893,3918426,5
1920,atpA,b3734,16131602,-1,3916339,3917880,6
1920,atpG,b3733,16131601,-1,3915425,3916288,7
1920,atpD,b3732,16131600,-1,3914016,3915398,8
1920,atpC,b3731,16131599,-1,3913576,3913995,9
1921,mnmG,b3741,16131609,-1,3921767,3923656,1
1921,rsmG,b3740,16131608,-1,3921080,3921703,2
1922,asnC,b3743,16131611,-1,3924568,3925026,1
1922,mioC,b3742,16131610,-1,3924035,3924478,2
1923,asnA,b3744,16131612,1,3925178,3926170,1
1924,ravA,b3746,90111646,-1,3927620,3929116,1
1924,viaA,b3745,49176398,-1,3926175,3927626,2
1925,kup,b3747,49176400,1,3929339,3931207,1
1926,rbsD,b3748,90111647,1,3931374,3931793,1
1926,rbsA,b3749,16131617,1,3931801,3933306,2
1926,rbsC,b3750,16131618,1,3933311,3934276,3
1926,rbsB,b3751,16131619,1,3934301,3935191,4
1926,rbsK,b3752,16131620,1,3935317,3936246,5
1926,rbsR,b3753,16131621,1,3936250,3937242,6
1927,yieP,b3755,49176401,-1,3938658,3939350,1
1927,hsrA,b3754,16131622,-1,3937208,3938635,2
1928,rrsC,b3756,,1,3939831,3941372,1
1929,gltU,b3757,,1,3941458,3941533,1
1930,rrlC,b3758,,1,3941727,3944630,1
1931,rrfC,b3759,,1,3944723,3944842,1
1931,aspT,b3760,,1,3944895,3944971,2
1931,trpT,b3761,,1,3944980,3945055,3
1932,yifE,b3764,16131624,1,3946109,3946447,1
1933,yifB,b3765,145698331,-1,3946472,3947992,1
1934,ilvL,b3766,16131626,1,3948345,3948443,1
1935,ilvM,b3769,16131627,1,3950224,3950487,1
1935,ilvE,b3770,49176403,1,3950507,3951436,2
1935,ilvD,b3771,49176404,1,3951501,3953351,3
1935,ilvA,b3772,16131630,1,3953354,3954898,4
1936,ilvY,b3773,16131631,-1,3954950,3955843,1
1937,ilvC,b3774,16131632,1,3955993,3957468,1
1938,ppiC,b3775,16131633,-1,3957555,3957836,1
1939,rep,b3778,49176407,1,3958700,3960721,1
1940,gpp,b3779,49176408,-1,3960768,3962252,1
1941,rhlB,b3780,16131636,-1,3962388,3963653,1
1942,trxA,b3781,67005950,1,3963784,3964113,1
1943,rho,b3783,16131639,1,3964440,3965699,1
1944,rfe,b3784,16131640,1,3965939,3967042,1
1944,wzzE,b3785,90111649,1,3967054,3968100,2
1944,rffE,b3786,49176409,1,3968156,3969286,3
1944,rffD,b3787,49176410,1,3969283,3970545,4
1944,rffG,b3788,49176411,1,3970545,3971612,5
1944,rffH,b3789,16131645,1,3971631,3972512,6
1944,rffC,b3790,145698332,1,3972490,3973164,7
1944,rffA,b3791,16131647,1,3973169,3974299,8
1944,wzxE,b3792,16131648,1,3974301,3975551,9
1944,rffT,b4481,49176413,1,3975548,3976627,10
1944,wzyE,b3793,16131649,1,3976624,3977976,11
1944,rffM,b3794,16131650,1,3977979,3978719,12
1945,yifK,b3795,49176414,1,3978910,3980295,1
1946,argX,b3796,,1,3980398,3980474,1
1946,hisR,b3797,,1,3980532,3980608,2
1946,leuT,b3798,,1,3980629,3980715,3
1946,proM,b3799,,1,3980758,3980834,4
1947,aslB,b3800,49176415,1,3980981,3982216,1
1948,aslA,b3801,16131653,-1,3982375,3984030,1
1949,hemC,b3805,49176416,-1,3987848,3988789,1
1949,hemD,b3804,16131656,-1,3987111,3987851,2
1949,hemX,b3803,16131655,-1,3985908,3987089,3
1949,hemY,b3802,16131654,-1,3984709,3985905,4
1950,cyaA,b3806,16131658,1,3989176,3991722,1
1951,cyaY,b3807,16131659,-1,3991762,3992082,1
1952,uvrD,b3813,16131665,1,3996006,3998168,1
1953,corA,b3816,16131666,1,3999449,4000399,1
1954,yigG,b3818,90111651,-1,4000836,4001216,1
1954,yigF,b3817,16131667,-1,4000442,4000822,2
1955,yigI,b3820,90111652,-1,4002253,4002720,1
1955,rarD,b3819,49176418,-1,4001311,4002201,2
1956,pldA,b3821,16131671,1,4002885,4003754,1
1957,recQ,b3822,162135918,1,4003887,4005716,1
1958,rhtC,b3823,49176421,1,4005780,4006400,1
1959,rhtB,b3824,49176422,-1,4006462,4007082,1
1960,pldB,b3825,49176423,1,4007193,4008215,1
1960,yigL,b3826,49176424,1,4008223,4009023,2
1961,yigM,b3827,16131676,1,4009099,4009998,1
1962,metR,b3828,16131677,-1,4009886,4010839,1
1963,metE,b3829,16131678,1,4011076,4013337,1
1964,ysgA,b3830,49176425,-1,4013377,4014192,1
1965,udp,b3831,16131680,1,4014454,4015215,1
1966,rmuC,b3832,16131681,1,4015356,4016783,1
1967,ubiE,b3833,49176426,1,4016878,4017633,1
1967,yigP,b3834,16131683,1,4017647,4018252,2
1967,ubiB,b3835,16131684,1,4018249,4019889,3
1967,tatA,b3836,90111653,1,4019968,4020237,4
1967,tatB,b3838,49176428,1,4020241,4020756,5
1967,tatC,b3839,16131687,1,4020759,4021535,6
1967,tatD,b4483,49176429,1,4021577,4022359,7
1968,rfaH,b3842,16131688,-1,4022356,4022844,1
1969,ubiD,b3843,16131689,1,4023011,4024504,1
1969,fre,b3844,16131690,1,4024550,4025251,2
1970,fadB,b3846,16131692,-1,4026805,4028994,1
1970,fadA,b3845,49176430,-1,4025632,4026795,2
1971,pepQ,b3847,16131693,1,4029184,4030515,1
1971,yigZ,b3848,90111654,1,4030515,4031129,2
1971,trkH,b3849,49176432,1,4031168,4032619,3
1971,hemG,b3850,16131696,1,4032631,4033176,4
1972,rrsA,b3851,,1,4033554,4035095,1
1973,ileT,b3852,,1,4035164,4035240,1
1973,alaT,b3853,,1,4035283,4035358,2
1974,rrlA,b3854,,1,4035542,4038446,1
1975,rrfA,b3855,,1,4038540,4038659,1
1976,mobA,b3857,16131698,-1,4039438,4040022,1
1976,mobB,b3856,145698333,-1,4038929,4039456,2
1977,yihD,b3858,16131699,1,4040092,4040361,1
1978,rdoA,b3859,16131700,1,4040438,4041424,1
1978,dsbA,b3860,16131701,1,4041441,4042067,2
1979,yihF,b3861,90111655,1,4042222,4043652,1
1980,yihG,b3862,16131703,-1,4043693,4044625,1
1981,polA,b3863,16131704,1,4044989,4047775,1
1982,spf,b3864,,1,4047922,4048030,1
1983,yihA,b3865,145698334,-1,4048156,4048788,1
1984,yihI,b3866,16131706,1,4049370,4049879,1
1985,hemN,b3867,90111657,1,4050068,4051441,1
1986,glnA,b3870,16131710,-1,4054648,4056057,1
1986,glnL,b3869,16131709,-1,4053313,4054362,2
1986,glnG,b3868,16131708,-1,4051892,4053301,3
1987,typA,b3871,49176434,1,4056430,4058253,1
1988,yihL,b3872,16131712,1,4058470,4059180,1
1988,yihM,b3873,16131713,1,4059188,4060168,2
1989,yihN,b3874,16131714,1,4060270,4061535,1
1990,ompL,b3875,16131715,-1,4061626,4062318,1
1991,yihQ,b3878,16131718,-1,4065263,4067299,1
1991,yihP,b3877,145698335,-1,4063832,4065217,2
1991,yihO,b3876,49176435,-1,4062386,4063789,3
1992,yihU,b3882,16131722,-1,4070698,4071594,1
1992,yihT,b3881,16131721,-1,4069796,4070674,2
1992,yihS,b3880,90111658,-1,4068538,4069779,3
1992,yihR,b3879,49176437,-1,4067498,4068424,4
1993,yihV,b3883,90111659,1,4071762,4072658,1
1993,yihW,b3884,90111660,1,4072692,4073477,2
1994,yihX,b3885,90111661,1,4073576,4074175,1
1994,yihY,b3886,16131726,1,4074169,4075041,2
1994,dtd,b3887,16131727,1,4075038,4075475,3
1994,yiiD,b3888,16131728,1,4075472,4076461,4
1995,yiiE,b3889,145698336,1,4077320,4077532,1
1996,yiiF,b3890,90111663,1,4077774,4077992,1
1997,fdoG,b3894,16131734,-1,4080795,4083845,1
1997,fdoH,b3893,16131733,-1,4079880,4080782,2
1997,fdoI,b3892,16131732,-1,4079248,4079883,3
1997,fdhE,b3891,16131731,-1,4078322,4079251,4
1998,fdhD,b3895,16131735,1,4084039,4084872,1
1999,yiiG,b3896,16131736,1,4085025,4086080,1
2000,frvA,b3900,16131740,-1,4090400,4090846,1
2000,frvB,b3899,90111664,-1,4088938,4090389,2
2000,frvX,b3898,16131738,-1,4087878,4088948,3
2000,frvR,b3897,16131737,-1,4086130,4087878,4
2001,rhaD,b3902,16131742,-1,4091471,4092295,1
2001,rhaM,b3901,16131741,-1,4091147,4091461,2
2002,rhaB,b3904,16131744,-1,4094002,4095471,1
2002,rhaA,b3903,49176441,-1,4092746,4094005,2
2003,rhaS,b3905,16131745,1,4095759,4096595,1
2003,rhaR,b3906,171701684,1,4096669,4097517,2
2004,rhaT,b3907,16131747,-1,4097514,4098548,1
2005,sodA,b3908,49176442,1,4098833,4099453,1
2006,kdgT,b3909,90111665,1,4099713,4100696,1
2007,yiiM,b3910,90111666,1,4100845,4101519,1
2008,cpxR,b3912,16131752,-1,4102995,4103693,1
2008,cpxA,b3911,16131751,-1,4101625,4102998,2
2009,fieF,b3915,16131753,1,4104492,4105394,1
2010,pfkA,b3916,16131754,1,4105575,4106537,1
2011,sbp,b3917,16131755,1,4106857,4107846,1
2012,cdh,b3918,16131756,1,4107953,4108708,1
2013,tpiA,b3919,16131757,-1,4108763,4109530,1
2014,yiiQ,b3920,16131758,-1,4109638,4110237,1
2015,yiiR,b3921,16131759,1,4110338,4110778,1
2016,yiiS,b3922,16131760,1,4110990,4111289,1
2016,uspD,b3923,16131761,1,4111316,4111744,2
2017,fpr,b3924,16131762,-1,4111749,4112495,1
2018,glpX,b3925,16131763,-1,4112592,4113602,1
2019,glpF,b3927,16131765,-1,4115268,4116113,1
2019,glpK,b3926,16131764,-1,4113737,4115245,2
2020,zapB,b3928,16131766,1,4116538,4116783,1
2021,menA,b3930,16131768,-1,4117446,4118372,1
2021,rraA,b3929,16131767,-1,4116868,4117353,2
2022,ftsN,b3933,16131771,-1,4120403,4121362,1
2022,hslV,b3932,16131770,-1,4119780,4120310,2
2022,hslU,b3931,16131769,-1,4118439,4119770,3
2023,cytR,b3934,16131772,-1,4121454,4122479,1
2024,priA,b3935,16131773,-1,4122635,4124833,1
2025,rpmE,b3936,16131774,1,4125036,4125248,1
2026,yiiX,b3937,16131775,-1,4125309,4125917,1
2027,metJ,b3938,16131776,-1,4126101,4126418,1
2028,metB,b3939,16131777,1,4126695,4127855,1
2028,metL,b3940,16131778,1,4127858,4130290,2
2029,metF,b3941,16131779,1,4130639,4131529,1
2030,katG,b3942,16131780,1,4131858,4134038,1
2031,yijE,b3943,90111667,1,4134131,4135036,1
2032,yijF,b3944,16131782,-1,4135063,4135680,1
2033,ptsA,b3947,49176446,-1,4137743,4140244,1
2033,fsaB,b3946,16131784,-1,4137069,4137731,2
2033,gldA,b3945,90111668,-1,4135955,4137058,3
2034,frwC,b3949,16131787,1,4140553,4141632,1
2034,frwB,b3950,16131788,1,4141647,4141967,2
2034,pflD,b3951,16131789,1,4142018,4144315,3
2034,pflC,b3952,49176447,1,4144281,4145159,4
2034,frwD,b3953,16131791,1,4145161,4145502,5
2035,yijO,b3954,16131792,-1,4145489,4146340,1
2036,yijP,b3955,16131793,-1,4146555,4148288,1
2037,ppc,b3956,16131794,-1,4148470,4151121,1
2038,argE,b3957,16131795,-1,4151719,4152870,1
2039,argC,b3958,16131796,1,4153024,4154028,1
2039,argB,b3959,145698337,1,4154036,4154812,2
2039,argH,b3960,16131798,1,4154873,4156246,3
2040,oxyR,b3961,16131799,1,4156513,4157430,1
2041,sthA,b3962,90111670,-1,4157413,4158813,1
2042,fabR,b3963,145698338,1,4159147,4159794,1
2042,yijD,b3964,16131802,1,4159794,4160153,2
2043,trmA,b3965,16131803,-1,4160193,4161293,1
2044,btuB,b3966,16131804,1,4161662,4163506,1
2044,murI,b3967,90111671,1,4163451,4164308,2
2045,rrsB,b3968,,1,4164682,4166223,1
2046,gltT,b3969,,1,4166395,4166470,1
2047,rrlB,b3970,,1,4166664,4169567,1
2048,rrfB,b3971,,1,4169660,4169779,1
2049,murB,b3972,16131806,1,4170080,4171108,1
2049,birA,b3973,16131807,1,4171105,4172070,2
2050,coaA,b3974,16131808,-1,4172099,4173049,1
2051,thrU,b3976,,1,4173411,4173486,1
2051,tyrU,b3977,,1,4173495,4173579,2
2052,glyT,b3978,,1,4173696,4173770,1
2052,thrT,b3979,,1,4173777,4173852,2
2053,tufB,b3980,16131810,1,4173967,4175151,1
2053,secE,b3981,16131811,1,4175381,4175764,2
2053,nusG,b3982,16131812,1,4175766,4176311,3
2053,rplK,b3983,16131813,1,4176470,4176898,4
2053,rplA,b3984,16131814,1,4176902,4177606,5
2053,rplJ,b3985,16131815,1,4178019,4178516,6
2053,rplL,b3986,16131816,1,4178583,4178948,7
2053,rpoB,b3987,16131817,1,4179268,4183296,8
2053,rpoC,b3988,16131818,1,4183373,4187596,9
2054,yjaZ,b3989,16131819,1,4187809,4188348,1
2055,thiC,b3994,16131824,-1,4192227,4194122,1
2055,thiE,b3993,16131823,-1,4191592,4192227,2
2055,thiF,b3992,90111672,-1,4190844,4191599,3
2055,thiS,b4407,49176448,-1,4190660,4190860,4
2055,thiG,b3991,33347812,-1,4189888,4190658,5
2055,thiH,b3990,16131820,-1,4188758,4189891,6
2056,rsd,b3995,16131825,-1,4194355,4194831,1
2057,nudC,b3996,49176450,1,4194926,4195699,1
2057,hemE,b3997,16131827,1,4195739,4196803,2
2057,nfi,b3998,90111673,1,4196813,4197484,3
2057,yjaG,b3999,16131829,1,4197527,4198117,4
2058,hupA,b4000,16131830,1,4198304,4198576,1
2058,yjaH,b4001,16131831,1,4198589,4199284,2
2059,zraP,b4002,90111674,-1,4199286,4199711,1
2060,zraS,b4003,16131833,1,4199949,4201346,1
2060,zraR,b4004,16131834,1,4201343,4202668,2
2061,purH,b4006,16131836,-1,4203966,4205555,1
2061,purD,b4005,16131835,-1,4202665,4203954,2
2062,rrsE,b4007,,1,4206170,4207711,1
2063,gltV,b4008,,1,4207797,4207872,1
2064,rrlE,b4009,,1,4208066,4210969,1
